category,label,agent,text,text_coref,segmentation,episode,podcast,pod_cat,language,ClaimBuster,ClaimBuster COREF,Motivation,ClaimSpan
Not Checkworthy,Emotions and Opinions,Adam,He's getting super comfortable with this whole podcast thing.,Bodhi's getting super comfortable with this whole podcast thing.,CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.291421034,0.16660832,,
Checkworthy,Cause and Effect,Adam,"So we've got to look at regulating the immune system, right?",,CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.029406635,,Precision,
Checkworthy,Cause and Effect,Adam,Because that's part of the problem.,,CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.134001486,,Precision,
Checkworthy,Numerical Claims,Adam,"On top of that, they did this meta-analysis, six different studies that evaluated prenatal exposure.","On top of that, studies did this meta-analysis, six different studies that evaluated prenatal exposure.",CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.834756286,0.816031091,Learn More,
Checkworthy,Numerical Claims,Adam,"Okay, so now we've looked at these 7,000 households that were basically evaluating whether or not homes with pets, when children were brought into the home, what that did to their microbiome.","Okay, so now we've looked at these 7,000 households that were basically evaluating whether or not homes with pets, when children were brought into the home, what that did to children's microbiome.",CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.81276542,0.820945836,Learn More,
Checkworthy,Cause and Effect,Adam,"And I find this really interesting too, because we're just looking at mom, and we know that the baby's microbiome begins in pregnancy, in utero, but they also found a strong correlation of prenatal exposures to pets in how that correlates to the microbiome and the diversity of flora within an infant.",,CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.333390051,,Learn More,
Checkworthy,Cause and Effect,Adam,And what they found is they had lowered IgE levels until two years of age following pet exposure during pregnancy.,,CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.891712062,,Surprising,
Checkworthy,Factual Descriptions,Adam,"Now IgE, these are antibodies produced by your immune system.","Now IgE, IgE are antibodies produced by your immune system.",CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.394365786,0.650669226,Confirm True,
Checkworthy,Factual Descriptions,Adam,"This is what we see when there's an allergic reaction, right?","IgE is what we see when there's an allergic reaction, right?",CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.031212319,0.058251739,Confirm True,
Checkworthy,Cause and Effect,Adam,"So when those are lowered, we mean that we're looking at the immune system being more controlled.","So when IgE levels are lowered, we mean that we're looking at the immune system being more controlled.",CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.440788773,0.821880745,Precision,
Checkworthy,Cause and Effect,Adam,It's not overly triggered by things that it shouldn't be.,the immune system's not overly triggered by things that the immune system shouldn't be.,CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.140154173,0.11155697,Precision,
Checkworthy,Cause and Effect,Adam,"A lot of times when we don't have those exposures, when the immune system is finally in the presence of these antigens, it goes haywire, it goes crazy.","A lot of times when we don't have those exposures, when the immune system is finally in the presence of these antigens, the immune system goes haywire, the immune system goes crazy.",CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.121663889,0.147223672,Precision,
Not Checkworthy,Personal Experience,Adam,"So if you've ever seen people, maybe they've never been on a farm or been around a farm, they immediately go into the barn and the hay and the grasses and the animals, immediately their eyes start watering, their throat gets scratchy.","So if you've ever seen people, maybe people've never been on a farm or been around a farm, people immediately go into the barn and the hay and the grasses and the animals, immediately people's eyes start watering, people's throat gets scratchy.",CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.062198059,0.091841973,,
Not Checkworthy,Personal Experience,Adam,I grew up around tons of farm animals and have been in the barn my whole life.,,CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.046800325,,,
Not Checkworthy,Personal Experience,Adam,"And I can tell you as an adult, I have almost zero seasonal allergies.",,CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.166795039,,,
Not Checkworthy,Personal Experience,Adam,"Every now and then it may get like a slight headache in spring or something like that when the pollen is like incredibly thick and heavy, but I grew up constantly breathing that stuff in.","Every now and then it may get like a slight headache in spring or something like that when the pollen is like incredibly thick and heavy, but I grew up constantly breathing the pollen in.",CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.114997454,0.124499104,,
Not Checkworthy,Personal Experience,Adam,I spent hours every single day outside with these animals and I was always breathing in the grasses and all of the spores from the soil and the ground and the animals.,I spent hours every single day outside with these animals and I was always breathing in the grasses and all of the spores from the soil and the ground and these animals.,CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.074930978,0.076460138,,
Checkworthy,Cause and Effect,Adam,And that really helps control and it helps to train the immune system to respond appropriately.,,CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.047432737,,Precision,
Checkworthy,Cause and Effect,Adam,"When you never have those exposures, it shouldn't come as any surprise that when we put ourselves in a situation that our body has not had to manage before, that there is a hyper reaction.",,CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.048256684,,Precision,
Checkworthy,Cause and Effect,Adam,"There's an overreaction of different parts of the body because it thinks, oh, I've never seen this before, what do we do?","There's an overreaction of different parts of the body because the body thinks, oh, the body've never seen this before, what do the body do?",CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.047487924,0.067441786,Precision,
Checkworthy,Factual Descriptions,Adam,And so that's what we're seeing now with so many populations because guess what?,,CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.350509276,,Precision,
Checkworthy,Factual Descriptions,Adam,We're all living in neighborhoods.,,CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.21028039,,Confirm True,
Checkworthy,Factual Descriptions,Adam,Nobody's living on a farm anymore and people don't have animals.,,CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.124665975,,Precision,
Checkworthy,Factual Descriptions,Adam,"That's why I feel like it's so important, not only for the psychological standpoint, there are so many benefits to having an animal in the home.",,CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.031305927,,Confirm True,
Checkworthy,Factual Descriptions,Adam,"We see them for use in PTSD and people that are going through a number of different treatments, people that are dealing with a lot of brain and cognitive stuff.",,CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.483770787,,Confirm True,
Checkworthy,Cause and Effect,Adam,It can be very therapeutic to even touch an animal.,,CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.035898676,,Confirm True,
Not Checkworthy,Personal Experience,Adam,"We use horses a lot of times for people that have disabilities, that there's a connection, there an emotional connection, a co-regulation that can happen with these animals.","We use horses a lot of times for people that have disabilities, that there's a connection, there an emotional connection, a co-regulation that can happen with horses.",CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.095978452,0.082961811,,
Not Checkworthy,Emotions and Opinions,Adam,What a beautiful thing to offer your family.,,CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.023279846,,,
Not Checkworthy,Emotions and Opinions,Adam,"I mean, listen, if you are not an animal person by the end of this episode, I will be personally offended.",,CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.06282012,,,
Not Checkworthy,Emotions and Opinions,Adam,"Okay, maybe I won't be offended, but I might send you an animal so you can DM me",,CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.062621679,,,
Not Checkworthy,Predictions,Adam,"and I will send you like a tiny little, you know, Bodhi or something.","Okay, maybe I won't be offended, but I might send you an animal so you can DM me and I will send you like a tiny little, you know, Bodhi or something.",CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.17730007,0.057314014,,
Not Checkworthy,Emotions and Opinions,Adam,I don't know if that will bring a lot of value to your life.,"I don't know if a tiny little, you know, Bodhi or something will bring a lot of value to your life.",CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.039073147,0.030747397,,
Not Checkworthy,Personal Experience,Adam,"If you met Bodhi, you might think, are you trying to make my life more chaotic?","If you met a tiny little, you know, Bodhi or something, you might think, are you trying to make my life more chaotic?",CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.053938126,0.0546597,,
Not Checkworthy,Personal Experience,Adam,But he brings value.,But Bodhi brings value.,CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.051242622,0.05507495,,
Not Checkworthy,Personal Experience,Adam,He brings value.,Bodhi brings value.,CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.095702366,0.107650777,,
Not Checkworthy,Not a Claim,Adam,"All right, so I'm going to point out one more thing because I actually didn't even consider this until I started digging through this information and found it.","All right, so I'm going to point out one more thing because I actually didn't even consider one more thing until I started digging through this information and found one more thing.",CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.165975917,0.175526209,,
Not Checkworthy,Emotions and Opinions,Adam,So this is fascinating.,,CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.08695884,,,
Checkworthy,Cause and Effect,Adam,"In the absence of household pets, this study, and I'll link the study in the show notes, it's done by the Microbiome Journal, but this study reported a twofold higher risk of obesity at the age of two in cesarean delivered infants as opposed to vaginally delivered babies.","In the absence of household pets, this study, and I'll link this study in the show notes, this study's done by the Microbiome Journal, but this study reported a twofold higher risk of obesity at the age of two in cesarean delivered infants as opposed to vaginally delivered babies.",CW/MOT ALL,190: Man's Best Microbiome Buddy—How Dogs Benefit Our Gut Health,Ancient Health Podcast,health,en,0.894041327,0.897358562,Confirm True,
