text,utt_id,seg_name,ep_name,pod_name,lang,cat,judgement,edit,agent
"Men det å holde foten høyt kan i alle fall gi noe symptomlinjer, men at ising og operasjon skal være veldig god behandling, det har ikke jeg sett noe god dokumentasjon for, men det gjøres jo.",1887773,Medical TR/DI/AD,Laterale ankelligamentskader,Stetoskopet – Tidsskriftets podkast,no,health,Confirm Edit,"Men det å holde foten høyt kan i alle fall gi noe symptomlinjer, men at ising og kompresjon skal være veldig god behandling, det har ikke jeg sett noe god dokumentasjon for, men det gjøres jo.",Håvar
"Men det å ta løkosytter i plasma, det gir jo litt dårlig resultat.",2191039,Medical TR/DI/AD,408 Dette sier blodet 19 Leukocytter,KVALLM,no,,Confirm Edit,"Men det å ta leukocytter i plasma, det gir jo litt dårlig resultat.",Håvar
"Men det er sånn at hvis denne pasienten som du har foran deg, Ola Norman, har en forventet FW1-verdi på 4 liter Ja Så må endringen være mer enn 400 ml for at testen skal være positiv Ja, uavhengig av hva... Hva den var før og etterpå og alt mulig Ja, men du sier dette er fornuftig?",2190456,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,no,,Confirm Edit,"Men det er sånn at hvis denne pasienten som du har foran deg, Ola Norman, har en forventet Fev1 verdi på 4 liter Ja Så må endringen være mer enn 400 ml for at testen skal være positiv Ja, uavhengig av hva... Hva den var før og etterpå og alt mulig Ja, men du sier dette er fornuftig?",Håvar
Men dette har vi nyere funksjoner å gjøre.,2190606,Medical TR/DI/AD,413 Dette sier blodet 24 Kreatinin,KVALLM,no,,Confirm Edit,Men dette har vi nyrefunksjoner å gjøre.,Håvar
"Men en skikkelig ankelovertokk fra en stor høyde, det kan ta opp til et år før det blir ordentlig bra, men det er mer av sjeldenheten.",1887827,Medical TR/DI/AD,Laterale ankelligamentskader,Stetoskopet – Tidsskriftets podkast,no,health,Confirm Edit,"Men en skikkelig ankelovertråkk fra en stor høyde, det kan ta opp til et år før det blir ordentlig bra, men det er mer av sjeldenheten.",Håvar
"Men samtidig, hvis du er statiker, så er det jo også sånn at da er du jo litt interessert i denne diff-saken.",2191000,Medical TR/DI/AD,408 Dette sier blodet 19 Leukocytter,KVALLM,no,,Confirm Edit,"Men samtidig, hvis du er på cystostika, så er det jo også sånn at da er du jo litt interessert i denne diff-saken.",Håvar
"Men vi synes det er sjelden, og vi opplever også som med oss og andre artikler, at kirurgi ved kronisk vanskelighet har veldig gode resultater med opp mot 90% suksessrata.",1887953,Medical TR/DI/AD,Laterale ankelligamentskader,Stetoskopet – Tidsskriftets podkast,no,health,Confirm Edit,"Men vi synes det er sjelden, og vi opplever også som med oss og andre artikler, at kirurgi ved kronisk ankelinstabilitet har veldig gode resultater med opp mot 90% suksessrata.",Håvar
"Moderatfeier er mer kroniske betennelsestillstander i leveren, for eksempel alkoholisk leverskade.",2190792,Medical TR/DI/AD,411 Dette sier blodet 22 ALAT,KVALLM,no,,Confirm Edit,"Moderat verdier er mer kroniske betennelsestillstander i leveren, for eksempel alkoholisk leverskade.",Håvar
"Når du da tråkker over og gjennomgår et vanlig overtråk, så ryker jo da i all odsak det fremre talefibrillarligamentet, men også i noen typer skade og de verste skadene, så ryker også de to andre.",1887759,Medical TR/DI/AD,Laterale ankelligamentskader,Stetoskopet – Tidsskriftets podkast,no,health,Confirm Edit,"Når du da tråkker over og gjennomgår et vanlig overtråk, så ryker jo da i all hovedsak det fremre talefibrillarligamentet, men også i noen typer skade og de verste skadene, så ryker også de to andre.",Håvar
"Når du tar MR av disse pasientene, så ser man at de har UDM i selvvankeligheten, altså i talus og tibia, som tegn på at det har vært høy energi.",1887823,Medical TR/DI/AD,Laterale ankelligamentskader,Stetoskopet – Tidsskriftets podkast,no,health,Confirm Edit,"Når du tar MR av disse pasientene, så ser man at de har ødem i selve ankeligheten, altså i talus og tibia, som tegn på at det har vært høy energi.",Håvar
"Når en operasjon er ferdig, så immobiliserer vi i hvert fall pasienten i en slags støttenortose, som gjør at pasienten kan bevege seg, men den kan ikke bli lastefull.",1887924,Medical TR/DI/AD,Laterale ankelligamentskader,Stetoskopet – Tidsskriftets podkast,no,health,Confirm Edit,"Når en operasjon er ferdig, så immobiliserer vi i hvert fall pasienten i en slags støttende ortose, som gjør at pasienten kan bevege seg, men den kan ikke bli laste fullt.",Håvar
"Nei, fordi da er det TSH med styre etter når det gjelder behandlingen.",2190824,Medical TR/DI/AD,410 Dette sier blodet 21 TSH,KVALLM,no,,Confirm Edit,"Nei, fordi da er det TSH me styre etter når det gjelder behandlingen.",Håvar
"Nei, men det tok de en del år å komme på det da, at det ikke var helt riktig Ja, det er jo sånn i medisinen, altså noen ting går fremover Men makeren til treiket da, at det ikke reverseres, det må vel lungelegene ha tenkt for en del år siden Hvor mange år har man kalt det reversibilitetstest da?",2190430,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,no,,Confirm Edit,"Nei, men det tok de en del år å komme på det da, at det ikke var helt riktig Ja, det er jo sånn i medisinen, altså noen ting går fremover Men makan til treghet da, at det ikke reverseres, det må vel lungelegene ha tenkt for en del år siden Hvor mange år har man kalt det reversibilitetstest da?",Håvar
"Og da følger man gjerne noe som heter åtte av ankelregler, som du helt sikkert husker fra studiet.",1887777,Medical TR/DI/AD,Laterale ankelligamentskader,Stetoskopet – Tidsskriftets podkast,no,health,Confirm Edit,"Og da følger man gjerne noe som heter Ottawa ankelregler, som du helt sikkert husker fra studiet.",Håvar
"Og da gjør vi sånn som man har gjort i knekirurgi med korspondekirurgi, man bruker et hamstringsene, og så fester vi den i talus, og trener gjennom fibula, slik at det da tilsvarer ATF-ligamentet, og eventuelt bruker det også til å rekonstruere CF-ligamentet, hvis det er tilsvarende like dårlig.",1887923,Medical TR/DI/AD,Laterale ankelligamentskader,Stetoskopet – Tidsskriftets podkast,no,health,Confirm Edit,"Og da gjør vi sånn som man har gjort i knekirurgi med korsbåndkirurgi, man bruker et hamstringsene, og så fester vi den i talus, og trener gjennom fibula, slik at det da tilsvarer ATF-ligamentet, og eventuelt bruker det også til å rekonstruere CF-ligamentet, hvis det er tilsvarende like dårlig.",Håvar
"Og det som er det magiske er at når vi måler løkosyter, og hvis vi husker godt tilbake til sent 90-tall, når vi lærte oss om dette første gang, så har vi noe som heter rannstilt løkosyter.",2191014,Medical TR/DI/AD,408 Dette sier blodet 19 Leukocytter,KVALLM,no,,Confirm Edit,"Og det som er det magiske er at når vi måler leukocytter, og hvis vi husker godt tilbake til sent 90-tall, når vi lærte oss om dette første gang, så har vi noe som heter rannstilt leukocytter.",Håvar
"Og det viktigste, som veldig mange andre ting, er jo om nesepasienten har pasienten følelse av at ankeren er helt ustabil.",1887900,Medical TR/DI/AD,Laterale ankelligamentskader,Stetoskopet – Tidsskriftets podkast,no,health,Confirm Edit,"Og det viktigste, som veldig mange andre ting, er jo om anamnese har pasienten følelse av at ankelen er helt ustabil.",Håvar
"Og en viktig undersøkelse vi gjør der er å undersøke om de har peronessene kraft, peronessene.",1887866,Medical TR/DI/AD,Laterale ankelligamentskader,Stetoskopet – Tidsskriftets podkast,no,health,Confirm Edit,"Og en viktig undersøkelse vi gjør der er å undersøke om de har peroneussene kraft, peroneussene.",Håvar
"Og fanges opp av blodproven din, og da får man en slags fysiologisk løkosytose.",2191022,Medical TR/DI/AD,408 Dette sier blodet 19 Leukocytter,KVALLM,no,,Confirm Edit,"Og fanges opp av blodproven din, og da får man en slags fysiologisk leukocytose",Håvar
"Og i morgen blir det relativt rolig fra vårde, eller det gjør det faktisk ikke, for i morgen er det søndag.",2190651,Medical TR/DI/AD,413 Dette sier blodet 24 Kreatinin,KVALLM,no,,Confirm Edit,"Og i morgen blir det relativt rolig fra vår del, eller det gjør det faktisk ikke, for i morgen er det søndag.",Håvar
"Og inversjonstraumer, som også kalles overtråk, kan nok ha gjort av at hun har røket et par ligamenter.",1887680,Medical TR/DI/AD,Laterale ankelligamentskader,Stetoskopet – Tidsskriftets podkast,no,health,Confirm Edit,"Og inversjonstraumer, som også kalles overtråk, kan nok ha gjort at hun har røket et par ligamenter.",Håvar
"Og når man da utsettes for et stress, eller for å ha fysisk trening, men også veldig stressete situasjoner, altså hvis adrenaliene øker, så øker blodtrykket og så øker blodstrammen, og så blir disse rannstilte granulositene, som det er, ofte litt mindre fester.",2191018,Medical TR/DI/AD,408 Dette sier blodet 19 Leukocytter,KVALLM,no,,Confirm Edit,"Og når man da utsettes for et stress, eller for å ha fysisk trening, men også veldig stressete situasjoner, altså hvis adrenaliene øker, så øker blodtrykket og så øker blodstrømmen, og så blir disse rannstilte granulocyttene, som det er, ofte litt mindre fester.",Håvar
Og så er det ved selvgiftbehandling.,2190976,Medical TR/DI/AD,408 Dette sier blodet 19 Leukocytter,KVALLM,no,,Confirm Edit,Og så er det ved cellegiftbehandling.,Håvar
Og så husk at du skal se på endring i prosent av forventet Men medisiner og sånne ting med blodreceptrefusjoner,2190475,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,no,,Confirm Edit,Og så husk at du skal se på endring i prosent av forventet Men medisiner og sånne ting med blåreseptrefusjoner,Håvar
"Og så palperer jeg disse bente utspringene, palperer over prøv-ned-sene og palperer inn i ankeleddet.",1887893,Medical TR/DI/AD,Laterale ankelligamentskader,Stetoskopet – Tidsskriftets podkast,no,health,Confirm Edit,"Og så palperer jeg disse bente utspringene, palperer over peroneussenen og palperer inn i ankeleddet.",Håvar
"Og i sånn, der hadde hun tråkket over, og i sånn der tråkket hun over igjen.",1887678,Medical TR/DI/AD,Laterale ankelligamentskader,Stetoskopet – Tidsskriftets podkast,no,health,Confirm Edit,"Oisann, der hadde hun tråkket over, og i sånn der tråkket hun over igjen.",Håvar
"Så da må de få tilbake fulle bevegelseutslag igjen, men styrken er forhåpentligvis veldig bra, for de har jo trent etterpå forhånd.",1887931,Medical TR/DI/AD,Laterale ankelligamentskader,Stetoskopet – Tidsskriftets podkast,no,health,Confirm Edit,"Så da må de få tilbake fulle bevegelseutslag igjen, men styrken er forhåpentligvis veldig bra, for de har jo trent dette på forhånd.",Håvar
Så det er en feilkilde på prøven som man skal være opps på.,2191030,Medical TR/DI/AD,408 Dette sier blodet 19 Leukocytter,KVALLM,no,,Confirm Edit,Så det er en feilkilde på prøven som man skal være obs på.,Håvar
Så du har en dugnad sånn i deg altså?,1887708,Medical TR/DI/AD,Laterale ankelligamentskader,Stetoskopet – Tidsskriftets podkast,no,health,Confirm Edit,Så du har en dugnadånd i deg altså?,Håvar
"Så er det ikke noen grunn til å dreme på å måle det over tid, med mindre du har symptomer som indikerer at du enten skulle ha alt for løyt eller alt for lavt stoffskifte.",2190857,Medical TR/DI/AD,410 Dette sier blodet 21 TSH,KVALLM,no,,Confirm Edit,"Så er det ikke noen grunn til å drive på å måle det over tid, med mindre du har symptomer som indikerer at du enten skulle ha alt for løyt eller alt for lavt stoffskifte.",Håvar
"Så kommer denne her nå, og da er det sånn at på selveste julaften kan vi da presentere den mest rekvirerte analysen i norsk alnepraksis.",2190590,Medical TR/DI/AD,413 Dette sier blodet 24 Kreatinin,KVALLM,no,,Confirm Edit,"Så kommer denne her nå, og da er det sånn at på selveste julaften kan vi da presentere den mest rekvirerte analysen i norsk allmennpraksis",Håvar
Så skal det ha en relativt sett liten endring til i volym,2190462,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,no,,Confirm Edit,Så skal det ha en relativt sett liten endring til i volum,Håvar
"Så undersøker jeg om de har fulle bevegelsesutslag, og så undersøker jeg kraft på pasienten, for å se om de har god kraft i alle bevegelsesutslag, særlig da prøv-ned-sene, som vi pratet om tidligere.",1887892,Medical TR/DI/AD,Laterale ankelligamentskader,Stetoskopet – Tidsskriftets podkast,no,health,Confirm Edit,"Så undersøker jeg om de har fulle bevegelsesutslag, og så undersøker jeg kraft på pasienten, for å se om de har god kraft i alle bevegelsesutslag, særlig da peroneussenen, som vi pratet om tidligere.",Håvar
"Sånn at når man får en forstørrelse i stoffskifte, så er det fordi at man enten får alt for mye eller alt for lite.",2190868,Medical TR/DI/AD,410 Dette sier blodet 21 TSH,KVALLM,no,,Confirm Edit,"Sånn at når man får en forstyrrelse i stoffskifte, så er det fordi at man enten får alt for mye eller alt for lite.",Håvar
Selv om strengt tatt kan man godt si at man på femteplass skal utrede hjernmangelatomi.,2190947,Medical TR/DI/AD,409 Dette sier blodet 20 Ferritin,KVALLM,no,,Confirm Edit,Selv om strengt tatt kan man godt si at man på femteplass skal utrede jernmangelanemi,Håvar
Skjelten heller.,2190973,Medical TR/DI/AD,408 Dette sier blodet 19 Leukocytter,KVALLM,no,,Confirm Edit,Sjelden ellers,Håvar
"Som drar lesse, ja.",2190555,Medical TR/DI/AD,414 Gonore og yngre kvinner,KVALLM,no,,Confirm Edit,Som drar lasset ja.,Håvar
"Som du vet, de skal dra foten og ankeren lateralt og invertere ankeren.",1887867,Medical TR/DI/AD,Laterale ankelligamentskader,Stetoskopet – Tidsskriftets podkast,no,health,Confirm Edit,"Som du vet, de skal dra foten og ankelen lateralt og invertere ankeren.",Håvar
Trenger ikke betydelsesykdom i det hele tatt.,2190699,Medical TR/DI/AD,412 Dette sier blodet 23 Hemoglobin,KVALLM,no,,Confirm Edit,Trenger ikke bety sykdom i det hele tatt.,Håvar
"Typisk osteokondrale skader, prøv-og-neseende skader, andre ting som kan gjøre at pasienten står i fare for å få andre type vedvarende plager for dette.",1887879,Medical TR/DI/AD,Laterale ankelligamentskader,Stetoskopet – Tidsskriftets podkast,no,health,Confirm Edit,"Typisk osteokondrale skader, peroneussene skader, andre ting som kan gjøre at pasienten står i fare for å få andre type vedvarende plager for dette.",Håvar
"Vi har også en ganske stor interesse av behandleseskader, for mange av behandlingene viser seg å være veldig effektive.",1887723,Medical TR/DI/AD,Laterale ankelligamentskader,Stetoskopet – Tidsskriftets podkast,no,health,Confirm Edit,"Vi har også en ganske stor interesse av å behandle disse skadene, for mange av behandlingene viser seg å være veldig effektive.",Håvar
"Vi trenger å stramme opp til ligamenten og gjøre den ankeren mer stabil, slik at den blir funksjonell.",1887906,Medical TR/DI/AD,Laterale ankelligamentskader,Stetoskopet – Tidsskriftets podkast,no,health,Confirm Edit,"Vi trenger å stramme opp til ligamenten og gjøre den ankenlen mer stabil, slik at den blir funksjonell.",Håvar
Se for deg en modell som balanserer på høyhelte sko nedover en catwalk.,1887677,Medical TR/DI/AD,Laterale ankelligamentskader,Stetoskopet – Tidsskriftets podkast,no,health,,,Håvar
"Ja, det er ikke lett å balansere på slike sko.",1887679,Medical TR/DI/AD,Laterale ankelligamentskader,Stetoskopet – Tidsskriftets podkast,no,health,,,Håvar
"Og jeg vil tro at anklene hennes er både dobbelt så stor, ganske smertefulle, og mulig også litt misfarget.",1887681,Medical TR/DI/AD,Laterale ankelligamentskader,Stetoskopet – Tidsskriftets podkast,no,health,,,Håvar
Laterale ankeligamentskader oppstår typisk etter slike overtråk.,1887682,Medical TR/DI/AD,Laterale ankelligamentskader,Stetoskopet – Tidsskriftets podkast,no,health,,,Håvar
Men hvordan skadene skal håndteres er kanskje litt uklart.,1887683,Medical TR/DI/AD,Laterale ankelligamentskader,Stetoskopet – Tidsskriftets podkast,no,health,,,Håvar
"Dette har vår gjest, Ole Kristian Brunn, sammen med tre andre ønsket å oppklare i en nylig publisert klinisk oversiktsartikkel i Tidsskriftet.",1887684,Medical TR/DI/AD,Laterale ankelligamentskader,Stetoskopet – Tidsskriftets podkast,no,health,,,Håvar
